mean_shift,rho,tpr_mean,tpr_ci_lo,tpr_ci_hi,fpr_mean,fpr_ci_lo,fpr_ci_hi,precision_mean,f1_mean,f1_ci_lo,f1_ci_hi
0.4,0.11000000000000001,1.0,1.0,1.0,0.002793333432637155,0.0,0.00800000037997961,0.9930982604318818,0.9965288750596649,0.9900990094353744,1.0
0.4,0.12000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.13,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.14,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.15000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.16000000000000003,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.17000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.18000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.19000000000000003,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.21000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.22000000000000003,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.23000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.24000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.25000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.26000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.27,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.28,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.29000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.30000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.31000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.32000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.33000000000000007,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.3400000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.3500000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.36000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.37000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.38000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.39000000000000007,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.4,0.4000000000000001,0.9998833334445953,1.0,1.0,0.0,0.0,0.0,1.0,0.9999415205237464,1.0,1.0
0.4,0.4100000000000001,0.990183342496554,0.9750000238418579,1.0,0.0,0.0,0.0,1.0,0.9950553312786435,0.9873417843765333,1.0
0.4,0.4200000000000001,0.8324500002463658,0.7799999713897705,0.8849999904632568,0.0,0.0,0.0,1.0,0.9083213149292578,0.8764044763222889,0.9389920370723818
0.4,0.43000000000000005,0.35220000048478445,0.28999999165534973,0.41999998688697815,0.0,0.0,0.0,1.0,0.5199865811488651,0.4496123930717501,0.5915492827682781
0.4,0.44000000000000006,0.04206666665462156,0.014999999664723873,0.07500000298023224,0.0,0.0,0.0,1.0,0.08032847614578045,0.029556649595425994,0.1395348888787145
0.4,0.45000000000000007,0.0009333333124717076,0.0,0.004999999888241291,0.0,0.0,0.0,0.17666666666666667,0.0018563945534179349,0.0,0.00995024853492001
0.4,0.4600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.05,1.0,1.0,1.0,1.0,1.0,1.0,0.28571428571428564,0.4444444444444446,0.4444444444444444,0.4444444444444444
0.5,0.060000000000000005,1.0,1.0,1.0,1.0,1.0,1.0,0.28571428571428564,0.4444444444444446,0.4444444444444444,0.4444444444444444
0.5,0.07,1.0,1.0,1.0,1.0,1.0,1.0,0.28571428571428564,0.4444444444444446,0.4444444444444444,0.4444444444444444
0.5,0.08000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0.28571428571428564,0.4444444444444446,0.4444444444444444,0.4444444444444444
0.5,0.09000000000000001,1.0,1.0,1.0,0.9971666745344798,0.9919999837875366,1.0,0.28629442190662996,0.4451458234391244,0.4444444444444444,0.4464285754674704
0.5,0.1,1.0,1.0,1.0,0.47959333231051765,0.44094999954104425,0.5210499987006187,0.45502554398069567,0.6253740774225768,0.6055792423439459,0.6446678097045614
0.5,0.11000000000000001,1.0,1.0,1.0,0.0026866667601279912,0.0,0.00800000037997961,0.9933602931757728,0.9966610457604143,0.9900990094353744,1.0
0.5,0.12000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.13,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.14,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.15000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.16000000000000003,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.17000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.18000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.19000000000000003,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.21000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.22000000000000003,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.23000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.24000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.25000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.26000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.27,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.28,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.29000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.30000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.31000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.32000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.33000000000000007,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.3400000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.3500000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.36000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.37000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.38000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.39000000000000007,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4000000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4100000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4200000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.43000000000000005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.44000000000000006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.45000000000000007,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4600000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4700000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4800000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.5,0.4900000000000001,0.999983333349228,1.0,1.0,0.0,0.0,0.0,1.0,0.9999916457891067,1.0,1.0
